audio path,prompt,length
dataset\audio\MC04Session1wav_headMic0111.wav,bit,3
dataset\audio\F03Session3wav_headMic0205.wav,zip,3
dataset\audio\M05Session1wav_headMic0121.wav,the,3
dataset\audio\M05Session1wav_headMic0120.wav,the,3
dataset\audio\F03Session3wav_headMic0208.wav,him,3
dataset\audio\F03Session3wav_headMic0068.wav,and,3
dataset\audio\M04Session2wav_headMic0136.wav,tie,3
dataset\audio\M05Session2wav_headMic0325.wav,Ned,3
dataset\audio\MC04Session1wav_headMic0102.wav,two,3
dataset\audio\F03Session3wav_headMic0066.wav,eat,3
dataset\audio\M04Session2wav_headMic0139.wav,bad,3
dataset\audio\F03Session1wav_headMic0064.wav,one,3
dataset\audio\MC04Session1wav_headMic0097.wav,for,3
dataset\audio\F03Session3wav_headMic0064.wav,rid,3
dataset\audio\F03Session1wav_headMic0078.wav,bit,3
dataset\audio\F03Session1wav_headMic0176.wav,dot,3
dataset\audio\M03Session2wav_headMic0163.wav,pay,3
dataset\audio\M04Session2wav_headMic0122.wav,bat,3
dataset\audio\M04Session2wav_headMic0111.wav,pat,3
dataset\audio\F03Session3wav_headMic0088.wav,lee,3
dataset\audio\F03Session1wav_headMic0097.wav,pat,3
dataset\audio\M04Session2wav_headMic0054.wav,bit,3
dataset\audio\M04Session2wav_headMic0053.wav,dug,3
dataset\audio\F03Session3wav_headMic0086.wav,sip,3
dataset\audio\M05Session2wav_headMic0293.wav,sin,3
dataset\audio\F03Session3wav_headMic0166.wav,fed,3
dataset\audio\F03Session3wav_headMic0167.wav,sin,3
dataset\audio\F03Session3wav_headMic0168.wav,see,3
dataset\audio\M03Session2wav_headMic0173.wav,ate,3
dataset\audio\F03Session1wav_headMic0093.wav,car,3
dataset\audio\M03Session2wav_headMic0171.wav,mut,3
dataset\audio\MC04Session1wav_headMic0525.wav,sew,3
dataset\audio\F03Session1wav_headMic0091.wav,tip,3
dataset\audio\F03Session3wav_headMic0173.wav,red,3
dataset\audio\F03Session1wav_headMic0180.wav,pad,3
dataset\audio\MC04Session1wav_headMic0143.wav,bat,3
dataset\audio\MC04Session1wav_headMic0142.wav,pat,3
dataset\audio\M05Session1wav_headMic0126.wav,air,3
dataset\audio\MC04Session1wav_headMic0532.wav,ray,3
dataset\audio\M04Session2wav_headMic0120.wav,bug,3
dataset\audio\M03Session2wav_headMic0246.wav,bad,3
dataset\audio\M05Session2wav_headMic0299.wav,sin,3
dataset\audio\MC04Session1wav_headMic0454.wav,sip,3
dataset\audio\MC04Session1wav_headMic0533.wav,toe,3
dataset\audio\F03Session3wav_headMic0080.wav,sew,3
dataset\audio\MC04Session1wav_headMic0136.wav,pay,3
dataset\audio\M03Session2wav_headMic0419.wav,tin,3
dataset\audio\M05Session2wav_headMic0391.wav,one,3
dataset\audio\MC03Session2wav_headMic0187.wav,are,3
dataset\audio\M03Session2wav_headMic0390.wav,sit,3
dataset\audio\M05Session2wav_headMic0149.wav,six,3
dataset\audio\F03Session2wav_headMic0070.wav,fat,3
dataset\audio\F04Session2wav_headMic0192.wav,bit,3
dataset\audio\M03Session2wav_headMic0389.wav,wit,3
dataset\audio\MC03Session2wav_headMic0181.wav,hat,3
dataset\audio\M05Session2wav_headMic0144.wav,top,3
dataset\audio\MC04Session1wav_headMic0331.wav,pit,3
dataset\audio\F01Session1wav_headMic0049.wav,two,3
dataset\audio\MC04Session1wav_headMic0332.wav,fat,3
dataset\audio\M05Session2wav_headMic0139.wav,mut,3
dataset\audio\F04Session2wav_headMic0188.wav,fat,3
dataset\audio\M05Session1wav_headMic0021.wav,sip,3
dataset\audio\M02Session2wav_headMic0214.wav,hat,3
dataset\audio\MC03Session2wav_headMic0177.wav,pit,3
dataset\audio\M03Session2wav_headMic0350.wav,bit,3
dataset\audio\MC03Session2wav_headMic0176.wav,add,3
dataset\audio\F01Session1wav_headMic0047.wav,one,3
dataset\audio\MC01Session1wav_headMic0062.wav,air,3
dataset\audio\MC01Session1wav_headMic0063.wav,air,3
dataset\audio\M04Session2wav_headMic0252.wav,dot,3
dataset\audio\MC03Session2wav_headMic0173.wav,air,3
dataset\audio\F01Session1wav_headMic0045.wav,bit,3
dataset\audio\MC01Session1wav_headMic0064.wav,sip,3
dataset\audio\M03Session2wav_headMic0348.wav,six,3
dataset\audio\F04Session2wav_headMic0187.wav,fat,3
dataset\audio\F03Session2wav_headMic0068.wav,shy,3
dataset\audio\MC04Session1wav_headMic0626.wav,eat,3
dataset\audio\MC04Session1wav_headMic0320.wav,six,3
dataset\audio\F03Session2wav_headMic0059.wav,yes,3
dataset\audio\F04Session2wav_headMic0171.wav,vat,3
dataset\audio\MC04Session1wav_headMic0622.wav,dug,3
dataset\audio\MC04Session1wav_headMic0624.wav,air,3
dataset\audio\F04Session2wav_headMic0173.wav,yes,3
dataset\audio\M05Session2wav_headMic0158.wav,bit,3
dataset\audio\F01Session1wav_headMic0069.wav,bat,3
dataset\audio\F01Session1wav_headMic0065.wav,fee,3
dataset\audio\MC01Session1wav_headMic0047.wav,dug,3
dataset\audio\M03Session2wav_headMic0396.wav,sin,3
dataset\audio\M05Session2wav_headMic0097.wav,lip,3
dataset\audio\M05Session2wav_headMic0154.wav,shy,3
dataset\audio\MC01Session1wav_headMic0048.wav,for,3
dataset\audio\F03Session2wav_headMic0128.wav,six,3
dataset\audio\MC04Session1wav_headMic0374.wav,pit,3
dataset\audio\F01Session1wav_headMic0062.wav,sip,3
dataset\audio\F03Session2wav_headMic0065.wav,fat,3
dataset\audio\MC03Session2wav_headMic0196.wav,dug,3
dataset\audio\F01Session1wav_headMic0059.wav,the,3
dataset\audio\F01Session1wav_headMic0058.wav,the,3
dataset\audio\MC03Session2wav_headMic0191.wav,pet,3
dataset\audio\M03Session2wav_headMic0311.wav,top,3
dataset\audio\MC01Session1wav_headMic0054.wav,pat,3
dataset\audio\MC03Session2wav_headMic0186.wav,fat,3
dataset\audio\MC04Session1wav_headMic0371.wav,hat,3
dataset\audio\M03Session2wav_headMic0352.wav,him,3
dataset\audio\F04Session2wav_headMic0211.wav,sin,3
dataset\audio\MC04Session1wav_headMic0339.wav,fat,3
dataset\audio\MC01Session1wav_headMic0084.wav,sip,3
dataset\audio\M02Session2wav_headMic0192.wav,top,3
dataset\audio\F04Session2wav_headMic0235.wav,him,3
dataset\audio\F04Session2wav_headMic0236.wav,him,3
dataset\audio\MC04Session1wav_headMic0640.wav,sin,3
dataset\audio\MC04Session1wav_headMic0641.wav,yes,3
dataset\audio\F04Session2wav_headMic0238.wav,ham,3
dataset\audio\F01Session1wav_headMic0021.wav,dug,3
dataset\audio\MC03Session2wav_headMic0140.wav,ape,3
dataset\audio\M04Session2wav_headMic0272.wav,yes,3
dataset\audio\MC04Session1wav_headMic0647.wav,lip,3
dataset\audio\M04Session2wav_headMic0297.wav,bit,3
dataset\audio\M04Session2wav_headMic0296.wav,vat,3
dataset\audio\F04Session2wav_headMic0245.wav,nut,3
dataset\audio\F01Session1wav_headMic0015.wav,air,3
dataset\audio\MC04Session1wav_headMic0650.wav,sew,3
dataset\audio\M05Session2wav_headMic0120.wav,bad,3
dataset\audio\MC03Session2wav_headMic0136.wav,two,3
dataset\audio\F03Session2wav_headMic0094.wav,hum,3
dataset\audio\F04Session2wav_headMic0249.wav,sin,3
dataset\audio\MC03Session2wav_headMic0133.wav,woe,3
dataset\audio\FC01Session1wav_headMic0005.wav,dug,3
dataset\audio\M04Session2wav_headMic0293.wav,fat,3
dataset\audio\F01Session1wav_headMic0009.wav,pat,3
dataset\audio\MC04Session1wav_headMic0652.wav,tug,3
dataset\audio\F03Session2wav_headMic0086.wav,him,3
dataset\audio\MC01Session1wav_headMic0045.wav,bat,3
dataset\audio\MC04Session1wav_headMic0637.wav,see,3
dataset\audio\F04Session2wav_headMic0230.wav,and,3
dataset\audio\M05Session2wav_headMic0108.wav,yes,3
dataset\audio\F01Session1wav_headMic0043.wav,sip,3
dataset\audio\M02Session2wav_headMic0203.wav,fat,3
dataset\audio\MC03Session2wav_headMic0159.wav,fit,3
dataset\audio\F01Session1wav_headMic0042.wav,for,3
dataset\audio\F04Session2wav_headMic0218.wav,tin,3
dataset\audio\M02Session2wav_headMic0201.wav,pit,3
dataset\audio\M05Session1wav_headMic0016.wav,bit,3
dataset\audio\MC01Session1wav_headMic0076.wav,fee,3
dataset\audio\F04Session2wav_headMic0222.wav,zip,3
dataset\audio\F03Session2wav_headMic0107.wav,bit,3
dataset\audio\M04Session2wav_headMic0257.wav,pot,3
dataset\audio\MC04Session1wav_headMic0629.wav,fed,3
dataset\audio\F03Session2wav_headMic0081.wav,him,3
dataset\audio\M02Session2wav_headMic0199.wav,six,3
dataset\audio\M02Session2wav_headMic0198.wav,shy,3
dataset\audio\MC04Session1wav_headMic0633.wav,old,3
dataset\audio\F04Session2wav_headMic0225.wav,two,3
dataset\audio\M02Session2wav_headMic0196.wav,him,3
dataset\audio\MC03Session2wav_headMic0150.wav,one,3
dataset\audio\MC03Session2wav_headMic0149.wav,six,3
dataset\audio\M04Session2wav_headMic0262.wav,pat,3
dataset\audio\F03Session2wav_headMic0083.wav,and,3
dataset\audio\F01Session1wav_headMic0033.wav,car,3
dataset\audio\F03Session2wav_headMic0084.wav,hem,3
dataset\audio\F04Session2wav_headMic0231.wav,sip,3
dataset\audio\M04Session2wav_headMic0234.wav,ate,3
dataset\audio\F03Session3wav_headMic0115.wav,rip,3
dataset\audio\M04Session2wav_headMic0215.wav,ate,3
dataset\audio\MC03Session2wav_headMic0216.wav,fat,3
dataset\audio\M03Session2wav_headMic0317.wav,fat,3
dataset\audio\MC04Session1wav_headMic0302.wav,vat,3
dataset\audio\M05Session2wav_headMic0077.wav,pad,3
dataset\audio\M05Session2wav_headMic0073.wav,ate,3
dataset\audio\M03Session2wav_headMic0330.wav,hat,3
dataset\audio\MC03Session2wav_headMic0215.wav,pat,3
dataset\audio\MC04Session1wav_headMic0296.wav,and,3
dataset\audio\M05Session2wav_headMic0162.wav,fat,3
dataset\audio\M05Session1wav_headMic0064.wav,bug,3
dataset\audio\M04Session2wav_headMic0209.wav,mut,3
dataset\audio\MC04Session1wav_headMic0011.wav,yes,3
dataset\audio\M04Session2wav_headMic0207.wav,pay,3
dataset\audio\MC03Session2wav_headMic0214.wav,wax,3
dataset\audio\M05Session1wav_headMic0040.wav,yes,3
dataset\audio\M05Session2wav_headMic0086.wav,ate,3
dataset\audio\MC04Session1wav_headMic0385.wav,hum,3
dataset\audio\M03Session2wav_headMic0327.wav,him,3
dataset\audio\M03Session2wav_headMic0412.wav,Ned,3
dataset\audio\M03Session2wav_headMic0033.wav,bat,3
dataset\audio\MC04Session1wav_headMic0390.wav,yes,3
dataset\audio\M05Session1wav_headMic0063.wav,bug,3
dataset\audio\M03Session2wav_headMic0414.wav,ham,3
dataset\audio\F01Session1wav_headMic0085.wav,sip,3
dataset\audio\M05Session1wav_headMic0041.wav,one,3
dataset\audio\MC03Session2wav_headMic0209.wav,aid,3
dataset\audio\M03Session2wav_headMic0010.wav,air,3
dataset\audio\MC04Session1wav_headMic0595.wav,red,3
dataset\audio\MC04Session1wav_headMic0615.wav,foe,3
dataset\audio\MC01Session1wav_headMic0028.wav,two,3
dataset\audio\F04Session2wav_headMic0121.wav,shy,3
dataset\audio\M03Session2wav_headMic0011.wav,tip,3
dataset\audio\MC04Session1wav_headMic0393.wav,sin,3
dataset\audio\M03Session2wav_headMic0041.wav,pat,3
dataset\audio\M04Session2wav_headMic0218.wav,air,3
dataset\audio\F04Session2wav_headMic0166.wav,top,3
dataset\audio\MC04Session1wav_headMic0292.wav,shy,3
dataset\audio\M03Session2wav_headMic0406.wav,nod,3
dataset\audio\MC03Session2wav_headMic0201.wav,had,3
dataset\audio\MC04Session1wav_headMic0301.wav,top,3
dataset\audio\M03Session2wav_headMic0333.wav,hem,3
dataset\audio\M05Session1wav_headMic0039.wav,tip,3
dataset\audio\M03Session2wav_headMic0002.wav,now,3
dataset\audio\M05Session2wav_headMic0095.wav,tie,3
dataset\audio\M03Session2wav_headMic0024.wav,bug,3
dataset\audio\MC04Session1wav_headMic0598.wav,sew,3
dataset\audio\M05Session2wav_headMic0096.wav,lip,3
dataset\audio\F01Session1wav_headMic0102.wav,bug,3
dataset\audio\F03Session2wav_headMic0150.wav,vat,3
dataset\audio\MC04Session1wav_headMic0376.wav,hem,3
dataset\audio\M04Session2wav_headMic0233.wav,bat,3
dataset\audio\MC04Session1wav_headMic0319.wav,him,3
dataset\audio\F01Session1wav_headMic0079.wav,air,3
dataset\audio\MC03Session2wav_headMic0223.wav,lit,3
dataset\audio\F01Session1wav_headMic0101.wav,bug,3
dataset\audio\F03Session2wav_headMic0136.wav,pit,3
dataset\audio\F04Session2wav_headMic0160.wav,him,3
dataset\audio\MC03Session2wav_headMic0227.wav,lip,3
dataset\audio\MC03Session2wav_headMic0222.wav,ail,3
dataset\audio\FC03Session3wav_headMic0181.wav,hall,4
dataset\audio\M05Session2wav_headMic0111.wav,wish,4
dataset\audio\M04Session2wav_headMic0010.wav,left,4
dataset\audio\FC03Session3wav_headMic0132.wav,cash,4
dataset\audio\M04Session2wav_headMic0009.wav,slip,4
dataset\audio\FC03Session3wav_headMic0176.wav,cork,4
dataset\audio\MC01Session3wav_headMic0100.wav,hall,4
dataset\audio\M05Session2wav_headMic0113.wav,were,4
dataset\audio\MC01Session3wav_headMic0041.wav,beat,4
dataset\audio\FC03Session3wav_headMic0137.wav,hold,4
dataset\audio\M05Session2wav_headMic0116.wav,side,4
dataset\audio\FC03Session3wav_headMic0035.wav,fill,4
dataset\audio\FC03Session3wav_headMic0179.wav,hold,4
dataset\audio\M05Session2wav_headMic0083.wav,toot,4
dataset\audio\MC01Session3wav_headMic0039.wav,beep,4
dataset\audio\M05Session2wav_headMic0079.wav,slay,4
dataset\audio\MC01Session3wav_headMic0042.wav,beat,4
dataset\audio\FC03Session3wav_headMic0177.wav,pant,4
dataset\audio\MC01Session3wav_headMic0009.wav,zero,4
dataset\audio\M04Session2wav_headMic0055.wav,race,4
dataset\audio\M03Session2wav_headMic0413.wav,walk,4
dataset\audio\FC03Session3wav_headMic0030.wav,harm,4
dataset\audio\MC01Session3wav_headMic0103.wav,seed,4
dataset\audio\FC03Session3wav_headMic0021.wav,sell,4
dataset\audio\FC03Session3wav_headMic0020.wav,ease,4
dataset\audio\FC03Session3wav_headMic0122.wav,mile,4
dataset\audio\FC03Session3wav_headMic0018.wav,harm,4
dataset\audio\MC01Session3wav_headMic0115.wav,heat,4
dataset\audio\M04Session2wav_headMic0067.wav,ship,4
dataset\audio\MC01Session2wav_headMic0353.wav,meat,4
dataset\audio\M05Session2wav_headMic0125.wav,knew,4
dataset\audio\M04Session2wav_headMic0068.wav,rake,4
dataset\audio\MC01Session3wav_headMic0047.wav,reap,4
dataset\audio\MC01Session3wav_headMic0054.wav,nine,4
dataset\audio\FC03Session3wav_headMic0112.wav,seed,4
dataset\audio\M05Session2wav_headMic0021.wav,knot,4
dataset\audio\FC03Session3wav_headMic0114.wav,take,4
dataset\audio\FC03Session3wav_headMic0115.wav,ache,4
dataset\audio\M04Session2wav_headMic0070.wav,feet,4
dataset\audio\FC03Session3wav_headMic0011.wav,fell,4
dataset\audio\M03Session2wav_headMic0370.wav,much,4
dataset\audio\FC03Session3wav_headMic0116.wav,leak,4
dataset\audio\M05Session2wav_headMic0123.wav,play,4
dataset\audio\M04Session2wav_headMic0066.wav,beat,4
dataset\audio\MC01Session2wav_headMic0362.wav,coat,4
dataset\audio\M03Session2wav_headMic0418.wav,left,4
dataset\audio\FC03Session3wav_headMic0107.wav,heat,4
dataset\audio\M05Session2wav_headMic0070.wav,hate,4
dataset\audio\FC03Session3wav_headMic0185.wav,seed,4
dataset\audio\MC01Session3wav_headMic0005.wav,code,4
dataset\audio\FC03Session3wav_headMic0130.wav,pill,4
dataset\audio\FC03Session3wav_headMic0129.wav,rake,4
dataset\audio\M05Session2wav_headMic0031.wav,suit,4
dataset\audio\MC01Session3wav_headMic0043.wav,spit,4
dataset\audio\M04Session2wav_headMic0061.wav,grow,4
dataset\audio\MC01Session3wav_headMic0056.wav,feed,4
dataset\audio\MC01Session3wav_headMic0002.wav,fork,4
dataset\audio\MC01Session3wav_headMic0105.wav,leak,4
dataset\audio\MC01Session3wav_headMic0107.wav,chop,4
dataset\audio\M05Session2wav_headMic0119.wav,slip,4
dataset\audio\FC03Session3wav_headMic0189.wav,wise,4
dataset\audio\MC01Session3wav_headMic0112.wav,ache,4
dataset\audio\FC03Session3wav_headMic0190.wav,wart,4
dataset\audio\FC03Session3wav_headMic0191.wav,ship,4
dataset\audio\FC03Session3wav_headMic0110.wav,dial,4
dataset\audio\MC01Session3wav_headMic0044.wav,seat,4
dataset\audio\FC03Session3wav_headMic0027.wav,hash,4
dataset\audio\M03Session2wav_headMic0407.wav,said,4
dataset\audio\FC03Session3wav_headMic0084.wav,duck,4
dataset\audio\FC03Session3wav_headMic0102.wav,fill,4
dataset\audio\MC01Session3wav_headMic0025.wav,meat,4
dataset\audio\MC01Session3wav_headMic0075.wav,tail,4
dataset\audio\FC03Session3wav_headMic0072.wav,peas,4
dataset\audio\FC03Session3wav_headMic0071.wav,full,4
dataset\audio\FC03Session3wav_headMic0070.wav,sake,4
dataset\audio\FC03Session3wav_headMic0163.wav,blow,4
dataset\audio\M05Session2wav_headMic0046.wav,sigh,4
dataset\audio\MC01Session3wav_headMic0077.wav,food,4
dataset\audio\FC03Session3wav_headMic0164.wav,sink,4
dataset\audio\MC01Session3wav_headMic0079.wav,rise,4
dataset\audio\M05Session2wav_headMic0052.wav,area,4
dataset\audio\M05Session2wav_headMic0044.wav,four,4
dataset\audio\FC03Session3wav_headMic0065.wav,chop,4
dataset\audio\M05Session2wav_headMic0053.wav,area,4
dataset\audio\MC01Session3wav_headMic0024.wav,neat,4
dataset\audio\FC03Session3wav_headMic0166.wav,eyes,4
dataset\audio\M03Session2wav_headMic0393.wav,meat,4
dataset\audio\M03Session2wav_headMic0392.wav,sink,4
dataset\audio\MC01Session3wav_headMic0080.wav,rise,4
dataset\audio\FC03Session3wav_headMic0074.wav,lies,4
dataset\audio\MC01Session3wav_headMic0065.wav,nine,4
dataset\audio\M04Session2wav_headMic0028.wav,rage,4
dataset\audio\M04Session2wav_headMic0036.wav,knew,4
dataset\audio\M05Session2wav_headMic0047.wav,rock,4
dataset\audio\M04Session2wav_headMic0034.wav,down,4
dataset\audio\M04Session2wav_headMic0031.wav,hair,4
dataset\audio\FC03Session3wav_headMic0152.wav,sort,4
dataset\audio\M03Session2wav_headMic0397.wav,down,4
dataset\audio\FC03Session3wav_headMic0153.wav,that,4
dataset\audio\FC03Session3wav_headMic0154.wav,leak,4
dataset\audio\FC03Session3wav_headMic0150.wav,wipe,4
dataset\audio\FC03Session3wav_headMic0080.wav,tile,4
dataset\audio\FC03Session3wav_headMic0148.wav,dash,4
dataset\audio\MC01Session3wav_headMic0035.wav,gash,4
dataset\audio\MC01Session3wav_headMic0073.wav,hail,4
dataset\audio\MC01Session3wav_headMic0031.wav,leap,4
dataset\audio\MC01Session3wav_headMic0067.wav,cash,4
dataset\audio\MC01Session3wav_headMic0028.wav,mock,4
dataset\audio\M05Session2wav_headMic0098.wav,here,4
dataset\audio\FC03Session3wav_headMic0160.wav,ache,4
dataset\audio\FC03Session3wav_headMic0161.wav,hail,4
dataset\audio\MC01Session3wav_headMic0074.wav,dock,4
dataset\audio\M04Session2wav_headMic0030.wav,park,4
dataset\audio\M05Session2wav_headMic0054.wav,mere,4
dataset\audio\FC03Session3wav_headMic0063.wav,reap,4
dataset\audio\FC03Session3wav_headMic0062.wav,seat,4
dataset\audio\FC03Session3wav_headMic0048.wav,ache,4
dataset\audio\M05Session2wav_headMic0104.wav,near,4
dataset\audio\MC01Session3wav_headMic0015.wav,Pete,4
dataset\audio\M04Session2wav_headMic0050.wav,feed,4
dataset\audio\MC01Session3wav_headMic0060.wav,beam,4
dataset\audio\M04Session2wav_headMic0013.wav,form,4
dataset\audio\M04Session2wav_headMic0051.wav,farm,4
dataset\audio\M05Session2wav_headMic0084.wav,gnaw,4
dataset\audio\FC03Session3wav_headMic0173.wav,rise,4
dataset\audio\FC03Session3wav_headMic0046.wav,rise,4
dataset\audio\MC01Session3wav_headMic0094.wav,take,4
dataset\audio\M03Session2wav_headMic0385.wav,echo,4
dataset\audio\MC01Session3wav_headMic0096.wav,rake,4
dataset\audio\MC01Session3wav_headMic0038.wav,reef,4
dataset\audio\M03Session2wav_headMic0384.wav,five,4
dataset\audio\FC03Session3wav_headMic0042.wav,tile,4
dataset\audio\M04Session2wav_headMic0012.wav,feet,4
dataset\audio\M05Session2wav_headMic0109.wav,slip,4
dataset\audio\M05Session2wav_headMic0110.wav,tile,4
dataset\audio\M03Session2wav_headMic0403.wav,sand,4
dataset\audio\M05Session2wav_headMic0058.wav,hear,4
dataset\audio\M04Session2wav_headMic0049.wav,feed,4
dataset\audio\MC01Session3wav_headMic0063.wav,hash,4
dataset\audio\FC03Session3wav_headMic0061.wav,ease,4
dataset\audio\M05Session2wav_headMic0092.wav,menu,4
dataset\audio\M05Session2wav_headMic0041.wav,pile,4
dataset\audio\M04Session2wav_headMic0042.wav,rate,4
dataset\audio\FC03Session3wav_headMic0092.wav,leap,4
dataset\audio\FC03Session3wav_headMic0058.wav,hall,4
dataset\audio\FC03Session3wav_headMic0057.wav,hail,4
dataset\audio\M05Session2wav_headMic0090.wav,sigh,4
dataset\audio\M04Session2wav_headMic0043.wav,meat,4
dataset\audio\FC03Session3wav_headMic0041.wav,dock,4
dataset\audio\M05Session2wav_headMic0039.wav,fate,4
dataset\audio\FC03Session3wav_headMic0168.wav,cake,4
dataset\audio\MC01Session3wav_headMic0087.wav,fell,4
dataset\audio\FC03Session3wav_headMic0054.wav,tall,4
dataset\audio\FC03Session3wav_headMic0169.wav,fork,4
dataset\audio\M05Session2wav_headMic0035.wav,much,4
dataset\audio\FC03Session3wav_headMic0094.wav,feet,4
dataset\audio\FC03Session3wav_headMic0144.wav,corn,4
dataset\audio\M05Session2wav_headMic0032.wav,deer,4
dataset\audio\FC03Session3wav_headMic0051.wav,chap,4
dataset\audio\MC01Session3wav_headMic0064.wav,nice,4
dataset\audio\MC01Session3wav_headMic0052.wav,ache,4
dataset\audio\FC03Session2wav_headMic0325.wav,seat,4
dataset\audio\MC01Session3wav_headMic0118.wav,seat,4
dataset\audio\M05Session1wav_headMic0047.wav,warm,4
dataset\audio\M05Session1wav_headMic0048.wav,warm,4
dataset\audio\MC01Session3wav_headMic0257.wav,eyes,4
dataset\audio\M05Session1wav_headMic0050.wav,weed,4
dataset\audio\MC01Session3wav_headMic0256.wav,torn,4
dataset\audio\M05Session1wav_headMic0058.wav,torn,4
dataset\audio\FC03Session2wav_headMic0182.wav,sort,4
dataset\audio\FC03Session2wav_headMic0183.wav,bill,4
dataset\audio\FC03Session2wav_headMic0184.wav,heat,4
dataset\audio\M04Session2wav_headMic0210.wav,knew,4
dataset\audio\FC03Session2wav_headMic0186.wav,back,4
dataset\audio\M04Session2wav_headMic0205.wav,rock,4
dataset\audio\MC01Session3wav_headMic0252.wav,cake,4
dataset\audio\FC03Session2wav_headMic0189.wav,muck,4
dataset\audio\MC01Session3wav_headMic0250.wav,sink,4
dataset\audio\M05Session1wav_headMic0046.wav,rake,4
dataset\audio\M04Session2wav_headMic0204.wav,slip,4
dataset\audio\M04Session2wav_headMic0221.wav,sigh,4
dataset\audio\MC01Session3wav_headMic0259.wav,hall,4
dataset\audio\MC01Session3wav_headMic0269.wav,term,4
dataset\audio\MC01Session3wav_headMic0268.wav,tall,4
dataset\audio\M04Session2wav_headMic0232.wav,suit,4
dataset\audio\FC03Session2wav_headMic0160.wav,rake,4
dataset\audio\FC03Session2wav_headMic0161.wav,mill,4
dataset\audio\M04Session2wav_headMic0229.wav,play,4
dataset\audio\M04Session2wav_headMic0228.wav,side,4
dataset\audio\MC01Session3wav_headMic0263.wav,hand,4
dataset\audio\FC03Session2wav_headMic0165.wav,rake,4
dataset\audio\M04Session2wav_headMic0227.wav,side,4
dataset\audio\FC03Session2wav_headMic0167.wav,shin,4
dataset\audio\MC01Session3wav_headMic0262.wav,dock,4
dataset\audio\MC01Session3wav_headMic0261.wav,form,4
dataset\audio\FC03Session2wav_headMic0171.wav,cork,4
dataset\audio\MC01Session3wav_headMic0260.wav,wise,4
dataset\audio\M05Session1wav_headMic0043.wav,feet,4
dataset\audio\MC01Session3wav_headMic0270.wav,whip,4
dataset\audio\FC03Session2wav_headMic0191.wav,ship,4
dataset\audio\FC03Session2wav_headMic0194.wav,dead,4
dataset\audio\MC01Session3wav_headMic0234.wav,tail,4
dataset\audio\M04Session2wav_headMic0195.wav,suit,4
dataset\audio\FC03Session2wav_headMic0217.wav,pork,4
dataset\audio\M05Session1wav_headMic0067.wav,glow,4
dataset\audio\FC03Session2wav_headMic0218.wav,boot,4
dataset\audio\FC03Session2wav_headMic0219.wav,menu,4
dataset\audio\FC03Session2wav_headMic0220.wav,tort,4
dataset\audio\FC03Session2wav_headMic0221.wav,lend,4
dataset\audio\M05Session1wav_headMic0070.wav,park,4
dataset\audio\M05Session1wav_headMic0071.wav,fair,4
dataset\audio\FC03Session2wav_headMic0223.wav,shop,4
dataset\audio\MC01Session3wav_headMic0231.wav,wide,4
dataset\audio\FC03Session2wav_headMic0225.wav,read,4
dataset\audio\MC01Session3wav_headMic0230.wav,leak,4
dataset\audio\MC01Session3wav_headMic0229.wav,ache,4
dataset\audio\MC01Session3wav_headMic0235.wav,farm,4
dataset\audio\MC01Session3wav_headMic0248.wav,weep,4
dataset\audio\MC01Session3wav_headMic0236.wav,corn,4
dataset\audio\M04Session2wav_headMic0196.wav,menu,4
dataset\audio\FC03Session2wav_headMic0196.wav,meat,4
dataset\audio\MC01Session3wav_headMic0246.wav,horn,4
dataset\audio\FC03Session2wav_headMic0199.wav,fort,4
dataset\audio\FC03Session2wav_headMic0200.wav,show,4
dataset\audio\MC01Session3wav_headMic0244.wav,heat,4
dataset\audio\MC01Session3wav_headMic0243.wav,sink,4
dataset\audio\M04Session2wav_headMic0201.wav,here,4
dataset\audio\M04Session2wav_headMic0200.wav,sigh,4
dataset\audio\FC03Session2wav_headMic0203.wav,rise,4
dataset\audio\FC03Session2wav_headMic0204.wav,port,4
dataset\audio\MC01Session3wav_headMic0242.wav,hall,4
dataset\audio\M04Session2wav_headMic0199.wav,hear,4
dataset\audio\FC03Session2wav_headMic0206.wav,nice,4
dataset\audio\FC03Session2wav_headMic0207.wav,wise,4
dataset\audio\M05Session1wav_headMic0065.wav,farm,4
dataset\audio\FC03Session2wav_headMic0210.wav,reap,4
dataset\audio\M05Session1wav_headMic0072.wav,knew,4
dataset\audio\M05Session1wav_headMic0036.wav,feed,4
dataset\audio\FC03Session2wav_headMic0154.wav,much,4
dataset\audio\MC01Session3wav_headMic0331.wav,pink,4
dataset\audio\MC01Session3wav_headMic0330.wav,cork,4
dataset\audio\MC01Session3wav_headMic0328.wav,sort,4
dataset\audio\M05Session1wav_headMic0013.wav,race,4
dataset\audio\MC01Session3wav_headMic0325.wav,wart,4
dataset\audio\MC01Session3wav_headMic0324.wav,ship,4
dataset\audio\MC01Session3wav_headMic0323.wav,ball,4
dataset\audio\FC03Session2wav_headMic0103.wav,xray,4
dataset\audio\MC01Session3wav_headMic0321.wav,hold,4
dataset\audio\FC03Session2wav_headMic0105.wav,sell,4
dataset\audio\MC01Session3wav_headMic0318.wav,blow,4
dataset\audio\MC01Session3wav_headMic0317.wav,fork,4
dataset\audio\FC03Session2wav_headMic0110.wav,zulu,4
dataset\audio\MC01Session3wav_headMic0312.wav,wack,4
dataset\audio\FC03Session2wav_headMic0112.wav,spit,4
